"dteday","cnt"
"2011-11-25",10
"2011-11-25",2
"2011-11-25",7
"2011-11-25",5
"2011-11-25",13
"2011-11-25",35
"2011-11-25",74
"2011-11-25",95
"2011-11-25",142
"2011-11-25",226
"2011-11-25",272
"2011-11-25",283
"2011-11-25",272
"2011-11-25",310
"2011-11-25",261
"2011-11-25",184
"2011-11-25",153
"2011-11-25",134
"2011-11-25",95
"2011-11-25",85
"2011-11-25",58
"2011-11-25",33
"2011-11-26",47
"2011-11-26",29
"2011-11-26",23
"2011-11-26",17
"2011-11-26",4
"2011-11-26",3
"2011-11-26",10
"2011-11-26",17
"2011-11-26",60
"2011-11-26",83
"2011-11-26",141
"2011-11-26",230
"2011-11-26",309
"2011-11-26",325
"2011-11-26",299
"2011-11-26",314
"2011-11-26",275
"2011-11-26",184
"2011-11-26",185
"2011-11-26",146
"2011-11-26",141
"2011-11-26",92
"2011-11-26",65
"2011-11-26",69
"2011-11-27",46
"2011-11-27",44
"2011-11-27",31
"2011-11-27",17
"2011-11-27",4
"2011-11-27",5
"2011-11-27",9
"2011-11-27",23
"2011-11-27",42
"2011-11-27",111
"2011-11-27",189
"2011-11-27",240
"2011-11-27",256
"2011-11-27",313
"2011-11-27",313
"2011-11-27",317
"2011-11-27",323
"2011-11-27",204
"2011-11-27",155
"2011-11-27",139
"2011-11-27",104
"2011-11-27",88
"2011-11-27",66
"2011-11-27",32
"2011-11-28",16
"2011-11-28",13
"2011-11-28",5
"2011-11-28",4
"2011-11-28",34
"2011-11-28",104
"2011-11-28",277
"2011-11-28",407
"2011-11-28",208
"2011-11-28",107
"2011-11-28",118
"2011-11-28",178
"2011-11-28",162
"2011-11-28",143
"2011-11-28",150
"2011-11-28",264
"2011-11-28",468
"2011-11-28",416
"2011-11-28",264
"2011-11-28",218
"2011-11-28",156
"2011-11-28",109
"2011-11-28",46
"2011-11-29",22
"2011-11-29",17
"2011-11-29",5
"2011-11-29",2
"2011-11-29",6
"2011-11-29",22
"2011-11-29",89
"2011-11-29",342
"2011-11-29",449
"2011-11-29",202
"2011-11-29",36
"2011-11-29",11
"2011-11-29",18
"2011-11-29",22
"2011-11-29",36
"2011-11-29",65
"2011-11-29",151
"2011-11-29",354
"2011-11-29",358
"2011-11-29",250
"2011-11-29",184
"2011-11-29",125
"2011-11-29",95
"2011-11-29",53
"2011-11-30",24
"2011-11-30",8
"2011-11-30",5
"2011-11-30",1
"2011-11-30",5
"2011-11-30",22
"2011-11-30",103
"2011-11-30",285
"2011-11-30",478
"2011-11-30",193
"2011-11-30",110
"2011-11-30",122
"2011-11-30",160
"2011-11-30",147
"2011-11-30",112
"2011-11-30",115
"2011-11-30",226
"2011-11-30",380
"2011-11-30",376
"2011-11-30",279
"2011-11-30",190
"2011-11-30",135
"2011-11-30",87
"2011-11-30",50
"2011-12-20",21
"2011-12-20",6
"2011-12-20",11
"2011-12-20",2
"2011-12-20",4
"2011-12-20",15
"2011-12-20",72
"2011-12-20",268
"2011-12-20",432
"2011-12-20",259
"2011-12-20",129
"2011-12-20",129
"2011-12-20",175
"2011-12-20",181
"2011-12-20",138
"2011-12-20",154
"2011-12-20",238
"2011-12-20",431
"2011-12-20",411
"2011-12-20",224
"2011-12-20",147
"2011-12-20",143
"2011-12-20",107
"2011-12-20",53
"2011-12-21",25
"2011-12-21",11
"2011-12-21",4
"2011-12-21",2
"2011-12-21",2
"2011-12-21",28
"2011-12-21",76
"2011-12-21",229
"2011-12-21",405
"2011-12-21",234
"2011-12-21",89
"2011-12-21",56
"2011-12-21",61
"2011-12-21",58
"2011-12-21",51
"2011-12-21",61
"2011-12-21",101
"2011-12-21",229
"2011-12-21",280
"2011-12-21",209
"2011-12-21",167
"2011-12-21",123
"2011-12-21",105
"2011-12-21",54
"2011-12-22",27
"2011-12-22",15
"2011-12-22",11
"2011-12-22",6
"2011-12-22",3
"2011-12-22",16
"2011-12-22",64
"2011-12-22",186
"2011-12-22",343
"2011-12-22",228
"2011-12-22",141
"2011-12-22",145
"2011-12-22",202
"2011-12-22",188
"2011-12-22",159
"2011-12-22",214
"2011-12-22",256
"2011-12-22",356
"2011-12-22",288
"2011-12-22",142
"2011-12-22",33
"2011-12-22",17
"2011-12-22",17
"2011-12-22",11
"2011-12-23",9
"2011-12-23",12
"2011-12-23",13
"2011-12-23",4
"2011-12-23",2
"2011-12-23",8
"2011-12-23",40
"2011-12-23",92
"2011-12-23",182
"2011-12-23",156
"2011-12-23",104
"2011-12-23",174
"2011-12-23",170
"2011-12-23",194
"2011-12-23",200
"2011-12-23",203
"2011-12-23",181
"2011-12-23",140
"2011-12-23",95
"2011-12-23",76
"2011-12-23",50
"2011-12-23",32
"2011-12-23",47
"2011-12-23",25
"2011-12-24",23
"2011-12-24",16
"2011-12-24",26
"2011-12-24",5
"2011-12-24",3
"2011-12-24",4
"2011-12-24",10
"2011-12-24",10
"2011-12-24",27
"2011-12-24",56
"2011-12-24",56
"2011-12-24",71
"2011-12-24",94
"2011-12-24",121
"2011-12-24",85
"2011-12-24",97
"2011-12-24",99
"2011-12-24",68
"2011-12-24",35
"2011-12-24",25
"2011-12-24",24
"2011-12-24",19
"2011-12-24",20
"2011-12-24",17
"2011-12-25",6
"2011-12-25",4
"2011-12-25",2
"2011-12-25",4
"2011-12-25",1
"2011-12-25",1
"2011-12-25",4
"2011-12-25",5
"2011-12-25",23
"2011-12-25",43
"2011-12-25",85
"2011-12-25",66
"2011-12-25",79
"2011-12-25",86
"2011-12-25",91
"2011-12-25",86
"2011-12-25",44
"2011-12-25",30
"2011-12-25",16
"2011-12-25",26
"2011-12-25",19
"2011-12-25",17
"2011-12-25",16
"2011-12-26",11
"2011-12-26",10
"2011-12-26",7
"2011-12-26",2
"2011-12-26",4
"2011-12-26",4
"2011-12-26",19
"2011-12-26",18
"2011-12-26",62
"2011-12-26",70
"2011-12-26",91
"2011-12-26",100
"2011-12-26",140
"2011-12-26",153
"2011-12-26",131
"2011-12-26",97
"2011-12-26",97
"2011-12-26",75
"2011-12-26",65
"2011-12-26",56
"2011-12-26",49
"2011-12-26",27
"2011-12-26",29
"2011-12-27",12
"2011-12-27",6
"2011-12-27",4
"2011-12-27",3
"2011-12-27",3
"2011-12-27",8
"2011-12-27",35
"2011-12-27",80
"2011-12-27",164
"2011-12-27",104
"2011-12-27",60
"2011-12-27",30
"2011-12-27",24
"2011-12-27",20
"2011-12-27",14
"2011-12-27",19
"2011-12-27",46
"2011-12-27",115
"2011-12-27",135
"2011-12-27",90
"2011-12-27",69
"2011-12-27",63
"2011-12-27",32
"2011-12-27",26
"2011-12-28",10
"2011-12-28",12
"2011-12-28",7
"2011-12-28",4
"2011-12-28",9
"2011-12-28",43
"2011-12-28",110
"2011-12-28",217
"2011-12-28",189
"2011-12-28",96
"2011-12-28",111
"2011-12-28",140
"2011-12-28",159
"2011-12-28",120
"2011-12-28",117
"2011-12-28",167
"2011-12-28",250
"2011-12-28",169
"2011-12-28",151
"2011-12-28",79
"2011-12-28",70
"2011-12-28",33
"2011-12-28",39
"2011-12-29",28
"2011-12-29",15
"2011-12-29",3
"2011-12-29",2
"2011-12-29",3
"2011-12-29",10
"2011-12-29",41
"2011-12-29",106
"2011-12-29",210
"2011-12-29",170
"2011-12-29",110
"2011-12-29",122
"2011-12-29",130
"2011-12-29",131
"2011-12-29",142
"2011-12-29",177
"2011-12-29",177
"2011-12-29",240
"2011-12-29",207
"2011-12-29",135
"2011-12-29",96
"2011-12-29",68
"2011-12-29",55
"2011-12-29",45
"2011-12-30",30
"2011-12-30",20
"2011-12-30",12
"2011-12-30",6
"2011-12-30",2
"2011-12-30",10
"2011-12-30",32
"2011-12-30",95
"2011-12-30",205
"2011-12-30",194
"2011-12-30",118
"2011-12-30",171
"2011-12-30",197
"2011-12-30",207
"2011-12-30",245
"2011-12-30",292
"2011-12-30",283
"2011-12-30",242
"2011-12-30",182
"2011-12-30",112
"2011-12-30",91
"2011-12-30",95
"2011-12-30",85
"2011-12-30",73
"2011-12-31",44
"2011-12-31",35
"2011-12-31",28
"2011-12-31",18
"2011-12-31",10
"2011-12-31",1
"2011-12-31",6
"2011-12-31",19
"2011-12-31",49
"2011-12-31",90
"2011-12-31",128
"2011-12-31",217
"2011-12-31",273
"2011-12-31",313
"2011-12-31",300
"2011-12-31",253
"2011-12-31",195
"2011-12-31",129
"2011-12-31",93
"2011-12-31",92
"2011-12-31",71
"2011-12-31",52
"2011-12-31",38
"2011-12-31",31
"2012-01-20",27
"2012-01-20",15
"2012-01-20",11
"2012-01-20",4
"2012-01-20",3
"2012-01-20",19
"2012-01-20",68
"2012-01-20",185
"2012-01-20",425
"2012-01-20",263
"2012-01-20",97
"2012-01-20",123
"2012-01-20",124
"2012-01-20",156
"2012-01-20",115
"2012-01-20",156
"2012-01-20",174
"2012-01-20",349
"2012-01-20",301
"2012-01-20",192
"2012-01-20",142
"2012-01-20",104
"2012-01-20",72
"2012-01-20",38
"2012-01-21",24
"2012-01-21",23
"2012-01-21",26
"2012-01-21",13
"2012-01-21",1
"2012-01-21",2
"2012-01-21",1
"2012-01-21",13
"2012-01-21",25
"2012-01-21",42
"2012-01-21",45
"2012-01-21",63
"2012-01-21",67
"2012-01-21",76
"2012-01-21",95
"2012-01-21",119
"2012-01-21",118
"2012-01-21",106
"2012-01-21",110
"2012-01-21",85
"2012-01-21",67
"2012-01-21",69
"2012-01-21",59
"2012-01-21",52
"2012-01-22",52
"2012-01-22",50
"2012-01-22",47
"2012-01-22",21
"2012-01-22",2
"2012-01-22",3
"2012-01-22",4
"2012-01-22",13
"2012-01-22",32
"2012-01-22",63
"2012-01-22",129
"2012-01-22",133
"2012-01-22",185
"2012-01-22",199
"2012-01-22",182
"2012-01-22",176
"2012-01-22",155
"2012-01-22",108
"2012-01-22",121
"2012-01-22",89
"2012-01-22",74
"2012-01-22",44
"2012-01-22",58
"2012-01-22",37
"2012-01-23",19
"2012-01-23",4
"2012-01-23",2
"2012-01-23",1
"2012-01-23",1
"2012-01-23",19
"2012-01-23",42
"2012-01-23",122
"2012-01-23",272
"2012-01-23",211
"2012-01-23",149
"2012-01-23",62
"2012-01-23",62
"2012-01-23",37
"2012-01-23",61
"2012-01-23",74
"2012-01-23",122
"2012-01-23",276
"2012-01-23",282
"2012-01-23",220
"2012-01-23",169
"2012-01-23",120
"2012-01-23",68
"2012-01-23",37
"2012-01-24",25
"2012-01-24",9
"2012-01-24",8
"2012-01-24",3
"2012-01-24",2
"2012-01-24",26
"2012-01-24",89
"2012-01-24",232
"2012-01-24",490
"2012-01-24",255
"2012-01-24",116
"2012-01-24",153
"2012-01-24",175
"2012-01-24",203
"2012-01-24",173
"2012-01-24",208
"2012-01-24",278
"2012-01-24",515
"2012-01-24",423
"2012-01-24",331
"2012-01-24",229
"2012-01-24",172
"2012-01-24",125
"2012-01-24",99
"2012-01-25",31
"2012-01-25",13
"2012-01-25",6
"2012-01-25",1
"2012-01-25",4
"2012-01-25",33
"2012-01-25",88
"2012-01-25",257
"2012-01-25",513
"2012-01-25",236
"2012-01-25",141
"2012-01-25",157
"2012-01-25",193
"2012-01-25",212
"2012-01-25",160
"2012-01-25",155
"2012-01-25",246
"2012-01-25",470
"2012-01-25",439
"2012-01-25",316
"2012-01-25",235
"2012-01-25",185
"2012-01-25",113
"2012-01-25",66
"2012-01-26",25
"2012-01-26",21
"2012-01-26",7
"2012-01-26",6
"2012-01-26",3
"2012-01-26",28
"2012-01-26",88
"2012-01-26",239
"2012-01-26",530
"2012-01-26",274
"2012-01-26",108
"2012-01-26",111
"2012-01-26",165
"2012-01-26",173
"2012-01-26",128
"2012-01-26",164
"2012-01-26",224
"2012-01-26",413
"2012-01-26",406
"2012-01-26",313
"2012-01-26",224
"2012-01-26",192
"2012-01-26",142
"2012-01-26",91
"2012-01-27",38
"2012-01-27",29
"2012-01-27",13
"2012-01-27",8
"2012-01-27",4
"2012-01-27",24
"2012-01-27",72
"2012-01-27",134
"2012-01-27",220
"2012-01-27",107
"2012-01-27",126
"2012-01-27",105
"2012-01-27",180
"2012-01-27",201
"2012-01-27",176
"2012-01-27",197
"2012-01-27",267
"2012-01-27",422
"2012-01-27",383
"2012-01-27",251
"2012-01-27",159
"2012-01-27",135
"2012-01-27",119
"2012-01-27",86
"2012-01-28",69
"2012-01-28",58
"2012-01-28",41
"2012-01-28",17
"2012-01-28",8
"2012-01-28",10
"2012-01-28",15
"2012-01-28",31
"2012-01-28",91
"2012-01-28",158
"2012-01-28",191
"2012-01-28",296
"2012-01-28",314
"2012-01-28",373
"2012-01-28",362
"2012-01-28",410
"2012-01-28",407
"2012-01-28",290
"2012-01-28",241
"2012-01-28",206
"2012-01-28",120
"2012-01-28",127
"2012-01-28",103
"2012-01-28",85
"2012-01-29",96
"2012-01-29",73
"2012-01-29",51
"2012-01-29",21
"2012-01-29",5
"2012-01-29",7
"2012-01-29",5
"2012-01-29",12
"2012-01-29",70
"2012-01-29",111
"2012-01-29",191
"2012-01-29",255
"2012-01-29",288
"2012-01-29",316
"2012-01-29",280
"2012-01-29",310
"2012-01-29",322
"2012-01-29",234
"2012-01-29",168
"2012-01-29",159
"2012-01-29",111
"2012-01-29",69
"2012-01-29",64
"2012-01-29",25
"2012-01-30",10
"2012-01-30",9
"2012-01-30",7
"2012-01-30",4
"2012-01-30",5
"2012-01-30",26
"2012-01-30",80
"2012-01-30",225
"2012-01-30",493
"2012-01-30",198
"2012-01-30",85
"2012-01-30",99
"2012-01-30",134
"2012-01-30",132
"2012-01-30",115
"2012-01-30",138
"2012-01-30",221
"2012-01-30",438
"2012-01-30",410
"2012-01-30",306
"2012-01-30",181
"2012-01-30",162
"2012-01-30",94
"2012-01-30",52
"2012-01-31",15
"2012-01-31",8
"2012-01-31",2
"2012-01-31",2
"2012-01-31",1
"2012-01-31",22
"2012-01-31",104
"2012-01-31",279
"2012-01-31",512
"2012-01-31",261
"2012-01-31",144
"2012-01-31",139
"2012-01-31",194
"2012-01-31",198
"2012-01-31",160
"2012-01-31",177
"2012-01-31",307
"2012-01-31",559
"2012-01-31",502
"2012-01-31",328
"2012-01-31",238
"2012-01-31",165
"2012-01-31",129
"2012-01-31",63
"2012-02-20",41
"2012-02-20",15
"2012-02-20",20
"2012-02-20",8
"2012-02-20",6
"2012-02-20",10
"2012-02-20",44
"2012-02-20",120
"2012-02-20",110
"2012-02-20",143
"2012-02-20",208
"2012-02-20",281
"2012-02-20",312
"2012-02-20",263
"2012-02-20",289
"2012-02-20",280
"2012-02-20",253
"2012-02-20",242
"2012-02-20",172
"2012-02-20",126
"2012-02-20",98
"2012-02-20",62
"2012-02-20",26
"2012-02-21",12
"2012-02-21",7
"2012-02-21",3
"2012-02-21",2
"2012-02-21",15
"2012-02-21",86
"2012-02-21",279
"2012-02-21",464
"2012-02-21",217
"2012-02-21",85
"2012-02-21",86
"2012-02-21",163
"2012-02-21",131
"2012-02-21",124
"2012-02-21",160
"2012-02-21",254
"2012-02-21",432
"2012-02-21",425
"2012-02-21",304
"2012-02-21",227
"2012-02-21",154
"2012-02-21",100
"2012-02-21",47
"2012-02-22",24
"2012-02-22",7
"2012-02-22",6
"2012-02-22",4
"2012-02-22",2
"2012-02-22",30
"2012-02-22",90
"2012-02-22",302
"2012-02-22",576
"2012-02-22",252
"2012-02-22",139
"2012-02-22",171
"2012-02-22",207
"2012-02-22",190
"2012-02-22",177
"2012-02-22",195
"2012-02-22",298
"2012-02-22",529
"2012-02-22",525
"2012-02-22",327
"2012-02-22",274
"2012-02-22",239
"2012-02-22",147
"2012-02-22",62
"2012-02-23",42
"2012-02-23",15
"2012-02-23",9
"2012-02-23",6
"2012-02-23",1
"2012-02-23",32
"2012-02-23",91
"2012-02-23",326
"2012-02-23",560
"2012-02-23",242
"2012-02-23",148
"2012-02-23",182
"2012-02-23",224
"2012-02-23",218
"2012-02-23",192
"2012-02-23",217
"2012-02-23",343
"2012-02-23",610
"2012-02-23",522
"2012-02-23",369
"2012-02-23",269
"2012-02-23",222
"2012-02-23",137
"2012-02-23",85
"2012-02-24",46
"2012-02-24",18
"2012-02-24",5
"2012-02-24",5
"2012-02-24",2
"2012-02-24",26
"2012-02-24",82
"2012-02-24",272
"2012-02-24",469
"2012-02-24",244
"2012-02-24",141
"2012-02-24",163
"2012-02-24",228
"2012-02-24",183
"2012-02-24",31
"2012-02-24",94
"2012-02-24",178
"2012-02-24",256
"2012-02-24",300
"2012-02-24",233
"2012-02-24",167
"2012-02-24",152
"2012-02-24",106
"2012-02-24",86
"2012-02-25",61
"2012-02-25",46
"2012-02-25",38
"2012-02-25",7
"2012-02-25",2
"2012-02-25",3
"2012-02-25",13
"2012-02-25",23
"2012-02-25",93
"2012-02-25",122
"2012-02-25",183
"2012-02-25",210
"2012-02-25",258
"2012-02-25",226
"2012-02-25",216
"2012-02-25",232
"2012-02-25",195
"2012-02-25",159
"2012-02-25",133
"2012-02-25",149
"2012-02-25",105
"2012-02-25",85
"2012-02-25",82
"2012-02-25",91
"2012-02-26",70
"2012-02-26",55
"2012-02-26",42
"2012-02-26",21
"2012-02-26",6
"2012-02-26",5
"2012-02-26",2
"2012-02-26",22
"2012-02-26",59
"2012-02-26",87
"2012-02-26",188
"2012-02-26",227
"2012-02-26",305
"2012-02-26",325
"2012-02-26",331
"2012-02-26",353
"2012-02-26",339
"2012-02-26",287
"2012-02-26",216
"2012-02-26",143
"2012-02-26",88
"2012-02-26",83
"2012-02-26",71
"2012-02-26",64
"2012-02-27",29
"2012-02-27",6
"2012-02-27",4
"2012-02-27",2
"2012-02-27",1
"2012-02-27",16
"2012-02-27",90
"2012-02-27",280
"2012-02-27",528
"2012-02-27",230
"2012-02-27",104
"2012-02-27",103
"2012-02-27",177
"2012-02-27",182
"2012-02-27",158
"2012-02-27",174
"2012-02-27",286
"2012-02-27",529
"2012-02-27",527
"2012-02-27",334
"2012-02-27",219
"2012-02-27",195
"2012-02-27",92
"2012-02-27",56
"2012-02-28",10
"2012-02-28",6
"2012-02-28",3
"2012-02-28",6
"2012-02-28",2
"2012-02-28",21
"2012-02-28",101
"2012-02-28",325
"2012-02-28",559
"2012-02-28",232
"2012-02-28",132
"2012-02-28",163
"2012-02-28",183
"2012-02-28",190
"2012-02-28",134
"2012-02-28",166
"2012-02-28",287
"2012-02-28",530
"2012-02-28",449
"2012-02-28",306
"2012-02-28",204
"2012-02-28",188
"2012-02-28",101
"2012-02-28",65
"2012-02-29",32
"2012-02-29",6
"2012-02-29",4
"2012-02-29",2
"2012-02-29",29
"2012-02-29",104
"2012-02-29",253
"2012-02-29",116
"2012-02-29",38
"2012-02-29",10
"2012-02-29",10
"2012-02-29",70
"2012-02-29",76
"2012-02-29",56
"2012-02-29",90
"2012-02-29",167
"2012-02-29",253
"2012-02-29",192
"2012-02-29",102
"2012-02-29",97
"2012-02-29",39
"2012-02-29",55
"2012-02-29",33
"2012-03-20",29
"2012-03-20",15
"2012-03-20",10
"2012-03-20",3
"2012-03-20",6
"2012-03-20",20
"2012-03-20",100
"2012-03-20",170
"2012-03-20",516
"2012-03-20",325
"2012-03-20",163
"2012-03-20",230
"2012-03-20",261
"2012-03-20",284
"2012-03-20",248
"2012-03-20",244
"2012-03-20",431
"2012-03-20",750
"2012-03-20",801
"2012-03-20",555
"2012-03-20",377
"2012-03-20",277
"2012-03-20",188
"2012-03-20",90
"2012-03-21",33
"2012-03-21",26
"2012-03-21",10
"2012-03-21",8
"2012-03-21",4
"2012-03-21",39
"2012-03-21",149
"2012-03-21",372
"2012-03-21",535
"2012-03-21",293
"2012-03-21",154
"2012-03-21",192
"2012-03-21",229
"2012-03-21",303
"2012-03-21",225
"2012-03-21",243
"2012-03-21",378
"2012-03-21",729
"2012-03-21",779
"2012-03-21",582
"2012-03-21",374
"2012-03-21",251
"2012-03-21",197
"2012-03-21",125
"2012-03-22",41
"2012-03-22",30
"2012-03-22",6
"2012-03-22",7
"2012-03-22",6
"2012-03-22",34
"2012-03-22",136
"2012-03-22",361
"2012-03-22",649
"2012-03-22",318
"2012-03-22",142
"2012-03-22",219
"2012-03-22",272
"2012-03-22",298
"2012-03-22",257
"2012-03-22",304
"2012-03-22",425
"2012-03-22",810
"2012-03-22",801
"2012-03-22",586
"2012-03-22",424
"2012-03-22",374
"2012-03-22",220
"2012-03-22",151
"2012-03-23",95
"2012-03-23",50
"2012-03-23",32
"2012-03-23",10
"2012-03-23",3
"2012-03-23",34
"2012-03-23",116
"2012-03-23",346
"2012-03-23",662
"2012-03-23",380
"2012-03-23",275
"2012-03-23",318
"2012-03-23",471
"2012-03-23",428
"2012-03-23",432
"2012-03-23",472
"2012-03-23",589
"2012-03-23",957
"2012-03-23",830
"2012-03-23",686
"2012-03-23",445
"2012-03-23",284
"2012-03-23",271
"2012-03-23",176
"2012-03-24",156
"2012-03-24",128
"2012-03-24",69
"2012-03-24",32
"2012-03-24",7
"2012-03-24",4
"2012-03-24",28
"2012-03-24",70
"2012-03-24",154
"2012-03-24",249
"2012-03-24",345
"2012-03-24",273
"2012-03-24",183
"2012-03-24",196
"2012-03-24",223
"2012-03-24",290
"2012-03-24",177
"2012-03-24",115
"2012-03-24",137
"2012-03-24",133
"2012-03-24",111
"2012-03-24",104
"2012-03-24",83
"2012-03-24",105
"2012-03-25",80
"2012-03-25",89
"2012-03-25",35
"2012-03-25",18
"2012-03-25",8
"2012-03-25",6
"2012-03-25",18
"2012-03-25",39
"2012-03-25",89
"2012-03-25",118
"2012-03-25",250
"2012-03-25",323
"2012-03-25",360
"2012-03-25",367
"2012-03-25",414
"2012-03-25",421
"2012-03-25",492
"2012-03-25",419
"2012-03-25",491
"2012-03-25",375
"2012-03-25",259
"2012-03-25",149
"2012-03-25",111
"2012-03-25",65
"2012-03-26",33
"2012-03-26",28
"2012-03-26",20
"2012-03-26",1
"2012-03-26",4
"2012-03-26",36
"2012-03-26",117
"2012-03-26",370
"2012-03-26",657
"2012-03-26",282
"2012-03-26",153
"2012-03-26",178
"2012-03-26",279
"2012-03-26",301
"2012-03-26",217
"2012-03-26",223
"2012-03-26",305
"2012-03-26",664
"2012-03-26",684
"2012-03-26",458
"2012-03-26",221
"2012-03-26",186
"2012-03-26",93
"2012-03-26",48
"2012-03-27",10
"2012-03-27",5
"2012-03-27",7
"2012-03-27",4
"2012-03-27",3
"2012-03-27",17
"2012-03-27",101
"2012-03-27",286
"2012-03-27",581
"2012-03-27",267
"2012-03-27",138
"2012-03-27",175
"2012-03-27",220
"2012-03-27",211
"2012-03-27",184
"2012-03-27",200
"2012-03-27",305
"2012-03-27",614
"2012-03-27",644
"2012-03-27",417
"2012-03-27",294
"2012-03-27",221
"2012-03-27",134
"2012-03-27",64
"2012-03-28",30
"2012-03-28",8
"2012-03-28",3
"2012-03-28",5
"2012-03-28",1
"2012-03-28",40
"2012-03-28",115
"2012-03-28",358
"2012-03-28",658
"2012-03-28",314
"2012-03-28",173
"2012-03-28",222
"2012-03-28",268
"2012-03-28",273
"2012-03-28",221
"2012-03-28",199
"2012-03-28",221
"2012-03-28",604
"2012-03-28",641
"2012-03-28",456
"2012-03-28",362
"2012-03-28",261
"2012-03-28",172
"2012-03-28",93
"2012-03-29",48
"2012-03-29",33
"2012-03-29",6
"2012-03-29",5
"2012-03-29",9
"2012-03-29",32
"2012-03-29",117
"2012-03-29",367
"2012-03-29",654
"2012-03-29",321
"2012-03-29",166
"2012-03-29",220
"2012-03-29",292
"2012-03-29",273
"2012-03-29",238
"2012-03-29",307
"2012-03-29",388
"2012-03-29",703
"2012-03-29",681
"2012-03-29",468
"2012-03-29",335
"2012-03-29",224
"2012-03-29",152
"2012-03-29",94
"2012-03-30",59
"2012-03-30",27
"2012-03-30",7
"2012-03-30",7
"2012-03-30",2
"2012-03-30",26
"2012-03-30",86
"2012-03-30",289
"2012-03-30",593
"2012-03-30",321
"2012-03-30",187
"2012-03-30",201
"2012-03-30",270
"2012-03-30",242
"2012-03-30",229
"2012-03-30",280
"2012-03-30",367
"2012-03-30",606
"2012-03-30",560
"2012-03-30",395
"2012-03-30",209
"2012-03-30",220
"2012-03-30",153
"2012-03-30",123
"2012-03-31",92
"2012-03-31",82
"2012-03-31",69
"2012-03-31",31
"2012-03-31",8
"2012-03-31",5
"2012-03-31",23
"2012-03-31",44
"2012-03-31",145
"2012-03-31",223
"2012-03-31",313
"2012-03-31",463
"2012-03-31",621
"2012-03-31",638
"2012-03-31",551
"2012-03-31",605
"2012-03-31",535
"2012-03-31",543
"2012-03-31",341
"2012-03-31",284
"2012-03-31",208
"2012-03-31",143
"2012-03-31",156
"2012-03-31",112
"2012-04-20",64
"2012-04-20",25
"2012-04-20",21
"2012-04-20",10
"2012-04-20",3
"2012-04-20",25
"2012-04-20",113
"2012-04-20",359
"2012-04-20",700
"2012-04-20",359
"2012-04-20",237
"2012-04-20",254
"2012-04-20",362
"2012-04-20",381
"2012-04-20",394
"2012-04-20",407
"2012-04-20",580
"2012-04-20",819
"2012-04-20",668
"2012-04-20",492
"2012-04-20",341
"2012-04-20",287
"2012-04-20",202
"2012-04-20",187
"2012-04-21",142
"2012-04-21",88
"2012-04-21",81
"2012-04-21",29
"2012-04-21",9
"2012-04-21",1
"2012-04-21",31
"2012-04-21",76
"2012-04-21",201
"2012-04-21",331
"2012-04-21",482
"2012-04-21",608
"2012-04-21",640
"2012-04-21",649
"2012-04-21",609
"2012-04-21",628
"2012-04-21",639
"2012-04-21",568
"2012-04-21",416
"2012-04-21",54
"2012-04-21",39
"2012-04-21",102
"2012-04-21",110
"2012-04-21",91
"2012-04-22",117
"2012-04-22",73
"2012-04-22",56
"2012-04-22",40
"2012-04-22",7
"2012-04-22",6
"2012-04-22",12
"2012-04-22",24
"2012-04-22",51
"2012-04-22",79
"2012-04-22",68
"2012-04-22",77
"2012-04-22",61
"2012-04-22",52
"2012-04-22",53
"2012-04-22",38
"2012-04-22",36
"2012-04-22",27
"2012-04-22",39
"2012-04-22",35
"2012-04-22",35
"2012-04-22",11
"2012-04-22",13
"2012-04-22",17
"2012-04-23",6
"2012-04-23",2
"2012-04-23",4
"2012-04-23",1
"2012-04-23",3
"2012-04-23",14
"2012-04-23",45
"2012-04-23",207
"2012-04-23",482
"2012-04-23",272
"2012-04-23",100
"2012-04-23",101
"2012-04-23",129
"2012-04-23",107
"2012-04-23",114
"2012-04-23",112
"2012-04-23",103
"2012-04-23",232
"2012-04-23",379
"2012-04-23",298
"2012-04-23",203
"2012-04-23",152
"2012-04-23",89
"2012-04-23",59
"2012-04-24",13
"2012-04-24",7
"2012-04-24",3
"2012-04-24",2
"2012-04-24",3
"2012-04-24",22
"2012-04-24",120
"2012-04-24",390
"2012-04-24",611
"2012-04-24",308
"2012-04-24",162
"2012-04-24",184
"2012-04-24",224
"2012-04-24",224
"2012-04-24",216
"2012-04-24",236
"2012-04-24",362
"2012-04-24",691
"2012-04-24",632
"2012-04-24",482
"2012-04-24",285
"2012-04-24",226
"2012-04-24",157
"2012-04-24",73
"2012-04-25",36
"2012-04-25",25
"2012-04-25",7
"2012-04-25",3
"2012-04-25",6
"2012-04-25",24
"2012-04-25",106
"2012-04-25",389
"2012-04-25",654
"2012-04-25",321
"2012-04-25",182
"2012-04-25",219
"2012-04-25",269
"2012-04-25",228
"2012-04-25",223
"2012-04-25",229
"2012-04-25",376
"2012-04-25",732
"2012-04-25",709
"2012-04-25",543
"2012-04-25",380
"2012-04-25",239
"2012-04-25",192
"2012-04-25",104
"2012-04-26",43
"2012-04-26",23
"2012-04-26",13
"2012-04-26",6
"2012-04-26",3
"2012-04-26",17
"2012-04-26",127
"2012-04-26",225
"2012-04-26",362
"2012-04-26",201
"2012-04-26",139
"2012-04-26",151
"2012-04-26",204
"2012-04-26",197
"2012-04-26",169
"2012-04-26",204
